Municipality,Year,Yield_restated
LAKESHORE,2003,1.2207616288293601
LAKESHORE,2004,1.4130380133674785
LAKESHORE,2005,1.194365757844552
LAKESHORE,2006,1.0396147862600764
LAKESHORE,2007,0.9770040232221727
LAKESHORE,2008,1.1643524416132685
LAKESHORE,2009,1.1676037640906247
LAKESHORE,2010,0.928067043003189
LAKESHORE,2011,0.9601243381311318
LORNE,1996,1.154863352948794
LORNE,1997,1.0078227069918688
LORNE,1998,1.1558164047210162
LORNE,1999,1.1169021700111028
LORNE,2000,1.1195016009332517
LORNE,2001,1.0396093862626805
LORNE,2002,1.110595989169543
LORNE,2003,1.2917529989120835
LORNE,2004,1.2320022599274547
LORNE,2005,0.9567734709644222
LORNE,2006,1.185500458420151
LORNE,2007,1.1212042004749256
LORNE,2008,1.3880696551185476
LORNE,2009,1.4343214686433543
LORNE,2010,1.3315097177643742
LORNE,2011,1.0448510571453857
LOUISE,1996,0.9811497022679069
LOUISE,1997,0.9636064101813286
LOUISE,1998,1.0888036614344643
LOUISE,1999,1.0780160348628924
LOUISE,2000,1.1497734865500606
LOUISE,2001,1.071748886274271
LOUISE,2002,1.0371018960750948
LOUISE,2003,1.1328999036862748
LOUISE,2004,1.1942229718543347
LOUISE,2005,0.9273752245218028
LOUISE,2006,1.1548739527794876
LOUISE,2007,1.0390876266491191
LOUISE,2008,1.4287763193582486
LOUISE,2009,1.5202785080722294
LOUISE,2010,1.4228280206595258
LOUISE,2011,1.1061081948366314
MACDONALD,1996,1.118796054888894
MACDONALD,1997,0.9497848329948582
MACDONALD,1998,1.0700619080139244
MACDONALD,1999,1.2507804682850627
MACDONALD,2000,0.8167265784590361
MACDONALD,2001,0.5719539939726532
MACDONALD,2002,1.0045206892209144
MACDONALD,2003,1.4369587807745816
MACDONALD,2004,1.1884853802458097
MACDONALD,2005,0.2472941189950124
MACDONALD,2006,0.9584561259462414
MACDONALD,2007,1.068971268053249
MACDONALD,2008,1.3361363372376753
MACDONALD,2009,1.1785862091333212
MACDONALD,2010,0.8096526853816791
MACDONALD,2011,0.6081932698609175
MCCREARY,1996,1.0426798419613257
MCCREARY,1997,0.8311024079093823
MCCREARY,1998,0.958300875982272
MCCREARY,1999,0.8488275070153133
MCCREARY,2000,1.0923666108642154
MCCREARY,2001,0.8310412903549145
MCCREARY,2002,0.9729971882203465
MCCREARY,2003,1.2228156410546496
MCCREARY,2004,1.2276662371480547
MCCREARY,2005,0.8431213385682278
MCCREARY,2006,1.1058245445392116
MCCREARY,2007,0.9759682035592016
MCCREARY,2008,1.1379573204004312
MCCREARY,2009,1.1182362847739002
MCCREARY,2010,0.8283562531829226
MCCREARY,2011,1.0188880992541507
MINITONAS-BOWSMAN,1996,0.960546333846467
MINITONAS-BOWSMAN,1997,0.810750263834169
MINITONAS-BOWSMAN,1998,0.8241960942145481
MINITONAS-BOWSMAN,1999,1.1211094039908942
MINITONAS-BOWSMAN,2000,1.1681042259693193
MINITONAS-BOWSMAN,2001,1.072835576708496
MINITONAS-BOWSMAN,2002,0.9231243385878436
MINITONAS-BOWSMAN,2003,1.1900792555910065
MINITONAS-BOWSMAN,2004,1.1606618609117194
MINITONAS-BOWSMAN,2005,1.276248300266249
MINITONAS-BOWSMAN,2006,1.2237995559709018
MINITONAS-BOWSMAN,2007,0.9771300196016772
MINITONAS-BOWSMAN,2008,1.2618456903627098
MINITONAS-BOWSMAN,2009,1.2410689854304542
MINITONAS-BOWSMAN,2010,0.9174633158150932
MINITONAS-BOWSMAN,2011,1.070132864594867
MINTO-ODANAH,1996,1.0494252495086802
MINTO-ODANAH,1997,0.9008054146608888
MINTO-ODANAH,1998,0.9614742850433473
MINTO-ODANAH,1999,0.6323275054845772
MINTO-ODANAH,2000,0.9687733500696949
MINTO-ODANAH,2001,0.8460981015511784
MINTO-ODANAH,2002,0.9989660938128557
MINTO-ODANAH,2003,1.078727337463971
MINTO-ODANAH,2004,1.0866972396569783
MINTO-ODANAH,2005,0.8477627962015524
MINTO-ODANAH,2006,1.200145747850317
MINTO-ODANAH,2007,1.021639978969609
MINTO-ODANAH,2008,1.263638174135561
MINTO-ODANAH,2009,1.343524999458257
MINTO-ODANAH,2010,0.9725691170584844
MINTO-ODANAH,2011,0.8734484779246734
MONTCALM,1996,1.3899052706012598
MONTCALM,1997,0.7304305405301819
MONTCALM,1998,1.0488590342189905
MONTCALM,1999,1.176450053692201
MONTCALM,2000,1.259782310716149
MONTCALM,2001,0.8477695077667033
MONTCALM,2002,1.062775935567831
MONTCALM,2003,1.3085427271557981
MONTCALM,2004,1.020322584694409
MONTCALM,2005,0.4313442467341011
MONTCALM,2006,1.2987394932849705
MONTCALM,2007,1.4275901203186154
MONTCALM,2008,1.505363172612196
MONTCALM,2009,1.1402125477038263
MONTCALM,2010,1.262367762231765
MONTCALM,2011,1.031121208460998
MORRIS,1996,1.0706374940022456
MORRIS,1997,0.649045235204063
MORRIS,1998,1.050473334547195
MORRIS,1999,1.1227328842303193
MORRIS,2000,1.0195274870926552
MORRIS,2001,0.6544318399967683
MORRIS,2002,0.9457855282778934
MORRIS,2003,1.2132171035995434
MORRIS,2004,0.9774724189438226
MORRIS,2005,0.27109894125147194
MORRIS,2006,1.0616988994745213
MORRIS,2007,1.0897762399908697
MORRIS,2008,1.2866498524394052
MORRIS,2009,1.0719984345500981
MORRIS,2010,1.086800052560052
MORRIS,2011,0.8055928065209723
MOSSEY RIVER,1996,0.8987685305856873
MOSSEY RIVER,1997,0.7522848769704573
MOSSEY RIVER,1998,0.9191670955037679
MOSSEY RIVER,1999,1.1523042785287607
MOSSEY RIVER,2000,1.0143397794600324
MOSSEY RIVER,2001,1.0366202726897646
MOSSEY RIVER,2002,1.035898137373054
MOSSEY RIVER,2003,1.3507676737996357
MOSSEY RIVER,2004,1.191570017636809
MOSSEY RIVER,2005,0.998418034151831
MOSSEY RIVER,2006,1.1363550660664212
MOSSEY RIVER,2007,0.9840012651205766
MOSSEY RIVER,2008,1.059704141927202
MOSSEY RIVER,2009,0.9949198620870506
MOSSEY RIVER,2010,0.4650927374865927
MOSSEY RIVER,2011,0.9768128428756112
MOUNTAIN,1996,0.8297965774327739
MOUNTAIN,1997,0.7941589353795899
MOUNTAIN,1998,0.7569213723534018
MOUNTAIN,1999,0.9781717494600892
MOUNTAIN,2000,0.9911585907023877
MOUNTAIN,2001,0.956300192004353
MOUNTAIN,2002,0.8394628680556813
MOUNTAIN,2003,1.0154875941572108
MOUNTAIN,2004,1.0179173857369463
MOUNTAIN,2005,1.0317448185658058
MOUNTAIN,2006,1.0317577262189561
MOUNTAIN,2007,0.6939290356705141
MOUNTAIN,2008,0.997047699079384
MOUNTAIN,2009,1.0250976846717146
MOUNTAIN,2010,0.6251738921560729
MOUNTAIN,2011,0.8721842509186707
NORFOLK-TREHERNE,1996,1.0563534909213679
NORFOLK-TREHERNE,1997,0.98680484841777
NORFOLK-TREHERNE,1998,1.0449548893786214
NORFOLK-TREHERNE,1999,1.3042138078972667
NORFOLK-TREHERNE,2000,1.2113033236619646
NORFOLK-TREHERNE,2001,1.08951011447223
NORFOLK-TREHERNE,2002,1.4527968189232585
NORFOLK-TREHERNE,2003,1.7375219475626542
NORFOLK-TREHERNE,2004,1.5516687873457786
NORFOLK-TREHERNE,2005,1.15144513564121
NORFOLK-TREHERNE,2006,1.664984611458262
NORFOLK-TREHERNE,2007,1.6904358386521894
NORFOLK-TREHERNE,2008,1.9479437033580855
NORFOLK-TREHERNE,2009,1.9222663634399002
NORFOLK-TREHERNE,2010,1.7504166522662663
NORFOLK-TREHERNE,2011,1.256972457163488
NORTH CYPRESS-LANGFORD,1996,2.0822468020866203
NORTH CYPRESS-LANGFORD,1997,1.8894609104063473
NORTH CYPRESS-LANGFORD,1998,2.094010003614777
NORTH CYPRESS-LANGFORD,1999,1.9353164049194844
NORTH CYPRESS-LANGFORD,2000,2.22270777779951
NORTH CYPRESS-LANGFORD,2001,2.160935537649148
NORTH CYPRESS-LANGFORD,2002,2.314692370281678
NORTH CYPRESS-LANGFORD,2003,2.4395933136813452
NORTH CYPRESS-LANGFORD,2004,2.6243339984466374
NORTH CYPRESS-LANGFORD,2005,2.4828753710820672
NORTH CYPRESS-LANGFORD,2006,2.9777742019200284
NORTH CYPRESS-LANGFORD,2007,2.678423023593817
NORTH CYPRESS-LANGFORD,2008,2.8927459326507803
NORTH CYPRESS-LANGFORD,2009,2.829107977724249
NORTH CYPRESS-LANGFORD,2010,3.0040715268509675
NORTH CYPRESS-LANGFORD,2011,2.621812874701313
NORTH NORFOLK,1996,1.397387476464373
NORTH NORFOLK,1997,1.347097790107921
NORTH NORFOLK,1998,1.335150340063551
NORTH NORFOLK,1999,1.4545376438068622
NORTH NORFOLK,2000,1.5411919865151176
NORTH NORFOLK,2001,1.381005929577734
NORTH NORFOLK,2002,1.60621764816258
NORTH NORFOLK,2003,1.9858695303165819
NORTH NORFOLK,2004,1.7557267808341832
NORTH NORFOLK,2005,1.0392367181899798
NORTH NORFOLK,2006,1.6031058762089299
NORTH NORFOLK,2007,1.6971080271998988
NORTH NORFOLK,2008,1.8651543489373879
NORTH NORFOLK,2009,1.7770207240963098
NORTH NORFOLK,2010,1.5956008196299882
NORTH NORFOLK,2011,1.3345463939868156
OAKLAND-WAWANESA,1996,1.0332458943830274
OAKLAND-WAWANESA,1997,0.9131778278322944
OAKLAND-WAWANESA,1998,0.8365816338519445
OAKLAND-WAWANESA,1999,0.6213746353843099
OAKLAND-WAWANESA,2000,1.065499950108993
OAKLAND-WAWANESA,2001,0.9430384763775139
OAKLAND-WAWANESA,2002,0.9695596749154364
OAKLAND-WAWANESA,2003,0.906546112625046
OAKLAND-WAWANESA,2004,1.2467096839623535
OAKLAND-WAWANESA,2005,0.9148522852655582
OAKLAND-WAWANESA,2006,1.0170318330254013
OAKLAND-WAWANESA,2007,0.9506621459722786
OAKLAND-WAWANESA,2008,1.2011470529195634
OAKLAND-WAWANESA,2009,1.3628583436336985
OAKLAND-WAWANESA,2010,1.133939434111827
OAKLAND-WAWANESA,2011,0.7782585571479638
OAKVIEW,1996,0.9871421972973368
OAKVIEW,1997,0.8790513310607002
OAKVIEW,1998,0.9378371988669707
OAKVIEW,1999,0.674135601372831
OAKVIEW,2000,0.9809860915814711
OAKVIEW,2001,0.8715572943828935
OAKVIEW,2002,1.0077556406287953
OAKVIEW,2003,1.0536114061491921
OAKVIEW,2004,0.8950198595671366
OAKVIEW,2005,0.8099258606113802
OAKVIEW,2006,1.109555115857782
OAKVIEW,2007,0.9508904680660196
OAKVIEW,2008,1.1984605477542776
OAKVIEW,2009,1.2711386953628312
OAKVIEW,2010,0.9723555356609201
OAKVIEW,2011,0.8644406585025842
PEMBINA,1996,1.0483812981775336
PEMBINA,1997,0.9361598252024423
PEMBINA,1998,1.0706758184056386
PEMBINA,1999,1.1548554219940435
PEMBINA,2000,1.1292965898259086
PEMBINA,2001,1.0431134845937498
PEMBINA,2002,1.015536438456104
PEMBINA,2003,1.2559854917311293
PEMBINA,2004,1.0851882544482256
PEMBINA,2005,0.7584492813307686
PEMBINA,2006,1.150443133127138
PEMBINA,2007,1.0239823110187447
PEMBINA,2008,1.3802856209718288
PEMBINA,2009,1.2902551464131322
PEMBINA,2010,1.1585136289306002
PEMBINA,2011,0.8608920277799719
PINEY,1996,1.809885848101864
PINEY,1997,1.1220742343945445
PINEY,1998,0.5225959784649487
PINEY,1999,0.34679344191417943
PINEY,2000,0.9535689402031289
PINEY,2001,0.7961986267857402
PINEY,2002,0.7506540466164575
PINEY,2003,1.0351658473057408
PINEY,2004,0.935896561808538
PINEY,2005,0.817533085542259
PINEY,2006,0.5467846878132774
PINEY,2007,1.1252930806757813
PINEY,2008,1.2821758332651951
PINEY,2009,0.9712367877096083
PINEY,2010,1.1224821377776162
PINEY,2011,1.7166571818070973
PIPESTONE,1996,0.7816295653358022
PIPESTONE,1997,0.6584611525602418
PIPESTONE,1998,0.6529966370697977
PIPESTONE,1999,0.639174893290354
PIPESTONE,2000,0.9519125054443978
PIPESTONE,2001,0.8012610379250317
PIPESTONE,2002,0.7696407601197945
PIPESTONE,2003,0.8383920295294874
PIPESTONE,2004,1.0354842905593358
PIPESTONE,2005,0.6435509296752188
PIPESTONE,2006,0.877659148335611
PIPESTONE,2007,0.8828534112968807
PIPESTONE,2008,1.074975524988636
PIPESTONE,2009,1.0764635857344516
PIPESTONE,2010,0.9368728119446472
PIPESTONE,2011,0.646537454583876
PORTAGE LA PRAIRIE,1996,1.590946874545642
PORTAGE LA PRAIRIE,1997,1.3512347049140037
PORTAGE LA PRAIRIE,1998,1.4101943515294686
PORTAGE LA PRAIRIE,1999,1.4881330994485578
PORTAGE LA PRAIRIE,2000,1.531674375644982
PORTAGE LA PRAIRIE,2001,1.296585563555112
PORTAGE LA PRAIRIE,2002,1.539884100713742
PORTAGE LA PRAIRIE,2003,1.8899523854654001
PORTAGE LA PRAIRIE,2004,1.5070634441002717
PORTAGE LA PRAIRIE,2005,0.6625053447389291
PORTAGE LA PRAIRIE,2006,1.5379620167685368
PORTAGE LA PRAIRIE,2007,1.4662374280143107
PORTAGE LA PRAIRIE,2008,1.5639928629484057
PORTAGE LA PRAIRIE,2009,1.5618332630883507
PORTAGE LA PRAIRIE,2010,1.384912494986804
PORTAGE LA PRAIRIE,2011,1.1530484969560464
PRAIRIE LAKES,1996,0.8706748287616541
PRAIRIE LAKES,1997,0.7487967120445288
PRAIRIE LAKES,1998,0.8637151856601215
PRAIRIE LAKES,1999,0.6765519472054853
PRAIRIE LAKES,2000,1.0095821443300401
PRAIRIE LAKES,2001,0.9354276989348644
PRAIRIE LAKES,2002,0.9151411625268848
PRAIRIE LAKES,2003,0.9549287505973807
PRAIRIE LAKES,2004,1.1918298298761922
PRAIRIE LAKES,2005,0.890820485898404
PRAIRIE LAKES,2006,0.9671773316120135
PRAIRIE LAKES,2007,1.003287707067483
PRAIRIE LAKES,2008,1.2208546336275576
PRAIRIE LAKES,2009,1.3639894399021573
PRAIRIE LAKES,2010,1.1612713903891736
PRAIRIE LAKES,2011,0.8472402035886826
PRAIRIE VIEW,1996,1.0496528300646775
PRAIRIE VIEW,1997,0.8215710828329049
PRAIRIE VIEW,1998,0.943898455245041
PRAIRIE VIEW,1999,0.8986510064921464
PRAIRIE VIEW,2000,1.0240260646206731
PRAIRIE VIEW,2001,0.9137045597331934
PRAIRIE VIEW,2002,1.0194560963357406
PRAIRIE VIEW,2003,1.040386578722662
PRAIRIE VIEW,2004,0.8380821145397491
PRAIRIE VIEW,2005,0.8754904920212748
PRAIRIE VIEW,2006,1.14050973656321
PRAIRIE VIEW,2007,0.987132106842733
PRAIRIE VIEW,2008,1.2155195101302239
PRAIRIE VIEW,2009,1.164107337951047
PRAIRIE VIEW,2010,1.0331385942649767
PRAIRIE VIEW,2011,0.8615154812466417
REYNOLDS,1996,1.23723819661411
REYNOLDS,1997,1.3192468862142395
REYNOLDS,1998,0.8956671204345868
REYNOLDS,1999,1.158497392515409
REYNOLDS,2000,0.8411161587654856
REYNOLDS,2001,0.6107615208910732
REYNOLDS,2002,0.316480842676577
REYNOLDS,2003,0.7944231248329915
REYNOLDS,2004,0.8126306607730346
REYNOLDS,2005,0.13421240473486556
REYNOLDS,2006,0.5115952741741061
REYNOLDS,2007,0.37251452274985974
REYNOLDS,2008,0.9892167298518908
REYNOLDS,2009,0.3661832042126914
REYNOLDS,2010,0.6417378356517209
REYNOLDS,2011,0.6324615378337951
RHINELAND,1996,1.7268725701408303
RHINELAND,1997,1.0254771824897315
RHINELAND,1998,1.2780856542248913
RHINELAND,1999,1.410818375992901
RHINELAND,2000,1.4082567255443075
RHINELAND,2001,1.2382197075331578
RHINELAND,2002,1.2515756141009455
RHINELAND,2003,1.571203525595545
RHINELAND,2004,1.0455942502246949
RHINELAND,2005,0.7668512639397124
RHINELAND,2006,1.5489744855231606
RHINELAND,2007,1.5808959413748493
RHINELAND,2008,1.7033356893581568
RHINELAND,2009,1.1665660664441
RHINELAND,2010,1.4453417179653012
RHINELAND,2011,1.2816185788477956
RIDING MOUNTAIN WEST,1996,1.0145785214426732
RIDING MOUNTAIN WEST,1997,0.9013434555260872
RIDING MOUNTAIN WEST,1998,0.8816740049077171
RIDING MOUNTAIN WEST,1999,1.011163368675093
RIDING MOUNTAIN WEST,2000,1.0217322758426346
RIDING MOUNTAIN WEST,2001,1.009209529691278
RIDING MOUNTAIN WEST,2002,1.071028983266216
RIDING MOUNTAIN WEST,2003,1.0431966768771392
RIDING MOUNTAIN WEST,2004,0.8797443827128717
RIDING MOUNTAIN WEST,2005,1.111372017367608
RIDING MOUNTAIN WEST,2006,1.1724668771378954
RIDING MOUNTAIN WEST,2007,1.0157732534365758
RIDING MOUNTAIN WEST,2008,1.1687656654033896
RIDING MOUNTAIN WEST,2009,1.1579971603558894
RIDING MOUNTAIN WEST,2010,1.0765843167820022
RIDING MOUNTAIN WEST,2011,0.9558689055700357
RITCHOT,1996,1.1025841719228056
RITCHOT,1997,0.856326107535964
RITCHOT,1998,0.9241287160074101
RITCHOT,1999,1.247383041696956
RITCHOT,2000,0.7398475362105202
RITCHOT,2001,0.5767086585597564
RITCHOT,2002,1.0464952666214433
RITCHOT,2003,1.4104962092603932
RITCHOT,2004,1.172992427678933
RITCHOT,2005,0.31657177104374984
RITCHOT,2006,1.0412709384924606
RITCHOT,2007,1.1757186577992682
RITCHOT,2008,1.3829156950164694
RITCHOT,2009,1.0500948927716096
RITCHOT,2010,0.8678085098515455
RITCHOT,2011,0.6658940629089221
RIVERDALE,1996,0.8790396260385325
RIVERDALE,1997,0.6896048273445238
RIVERDALE,1998,0.8654140894461785
RIVERDALE,1999,0.717506981485838
RIVERDALE,2000,0.9875125467523593
RIVERDALE,2001,0.8549360119967532
RIVERDALE,2002,0.872717769175592
RIVERDALE,2003,0.8334098364113409
RIVERDALE,2004,1.1240341394822029
RIVERDALE,2005,0.8908784170529348
RIVERDALE,2006,1.0600547087746959
RIVERDALE,2007,0.9986566811621765
RIVERDALE,2008,1.1271956447681806
RIVERDALE,2009,1.103691521240974
RIVERDALE,2010,1.0751187510857778
RIVERDALE,2011,0.9293556107794234
ROCKWOOD,1996,1.1740326018547078
ROCKWOOD,1997,1.0320131410455122
ROCKWOOD,1998,1.142585570329595
ROCKWOOD,1999,1.2816058158432797
ROCKWOOD,2000,1.1127943541834597
ROCKWOOD,2001,0.7950736168028995
ROCKWOOD,2002,1.0303075737698957
ROCKWOOD,2003,1.302390452694654
ROCKWOOD,2004,1.3276596329828358
ROCKWOOD,2005,0.656536626167379
ROCKWOOD,2006,1.1647313963262182
ROCKWOOD,2007,1.2136894075915208
ROCKWOOD,2008,1.2507278899664052
ROCKWOOD,2009,1.2167290499366836
ROCKWOOD,2010,0.8110573294087108
ROCKWOOD,2011,0.7890323862327344
ROLAND,1996,1.0587033545943623
ROLAND,1997,0.9310987013181475
ROLAND,1998,1.170834820014711
ROLAND,1999,1.1492056024353072
ROLAND,2000,1.2004616287715697
ROLAND,2001,1.0124610755594319
ROLAND,2002,1.1569965351516243
ROLAND,2003,1.4710660189128413
ROLAND,2004,1.0269074811511698
ROLAND,2005,0.7174760869596777
ROLAND,2006,1.3237243702949255
ROLAND,2007,1.2746137955528078
ROLAND,2008,1.5214413860886973
ROLAND,2009,1.2372255463088226
ROLAND,2010,1.382322604267902
ROLAND,2011,1.1185431198686153
ROSEDALE,1996,1.0704963464625985
ROSEDALE,1997,0.8338703361570701
ROSEDALE,1998,0.9757348311334811
ROSEDALE,1999,0.7711527688137035
ROSEDALE,2000,1.0986476350413446
ROSEDALE,2001,0.8860284864621458
ROSEDALE,2002,0.942095934922743
ROSEDALE,2003,1.0993323645228654
ROSEDALE,2004,1.2552072998752313
ROSEDALE,2005,0.9965594014671333
ROSEDALE,2006,1.3244378845135545
ROSEDALE,2007,1.1364118673410228
ROSEDALE,2008,1.2900935048595779
ROSEDALE,2009,1.3705457028350847
ROSEDALE,2010,1.0867169484493917
ROSEDALE,2011,0.9464947271833695
ROSSBURN,1996,1.0043093218007804
ROSSBURN,1997,0.9411660462012108
ROSSBURN,1998,0.8480861770663177
ROSSBURN,1999,0.873295804078234
ROSSBURN,2000,0.9921707156685431
ROSSBURN,2001,0.9768105112020953
ROSSBURN,2002,1.0739433308079436
ROSSBURN,2003,1.0468239413135372
ROSSBURN,2004,0.7888899136153146
ROSSBURN,2005,1.0576726913220835
ROSSBURN,2006,1.1396624562053896
ROSSBURN,2007,0.9358384613528464
ROSSBURN,2008,1.2240270383942817
ROSSBURN,2009,1.0958977909446195
ROSSBURN,2010,1.225515963634444
ROSSBURN,2011,1.0221241561780916
ROSSER,1996,1.2139334808845226
ROSSER,1997,1.051610290544852
ROSSER,1998,0.9539020922655442
ROSSER,1999,1.2956502252684379
ROSSER,2000,1.0904339128484237
ROSSER,2001,0.7713084801076069
ROSSER,2002,1.0532698362254156
ROSSER,2003,1.2990106401437944
ROSSER,2004,1.25884173859882
ROSSER,2005,0.33008731827426996
ROSSER,2006,1.0289199012244705
ROSSER,2007,1.4624939173767104
ROSSER,2008,1.3956018960718395
ROSSER,2009,1.1663880295125741
ROSSER,2010,0.8162003263796684
ROSSER,2011,0.68222780040418
RUSSELL-BINSCARTH,1996,0.9723559782976197
RUSSELL-BINSCARTH,1997,0.9273916482847003
RUSSELL-BINSCARTH,1998,0.9251967507117471
RUSSELL-BINSCARTH,1999,1.0633777760385517
RUSSELL-BINSCARTH,2000,1.1051657206495422
RUSSELL-BINSCARTH,2001,1.0121478137951452
RUSSELL-BINSCARTH,2002,1.0534337870821058
RUSSELL-BINSCARTH,2003,0.9883395587357499
RUSSELL-BINSCARTH,2004,0.8853705506869889
RUSSELL-BINSCARTH,2005,1.1103588875557604
RUSSELL-BINSCARTH,2006,1.146546444999352
RUSSELL-BINSCARTH,2007,0.9547604352932857
RUSSELL-BINSCARTH,2008,1.178647205203827
RUSSELL-BINSCARTH,2009,1.0909831288128382
RUSSELL-BINSCARTH,2010,1.0492574875868925
RUSSELL-BINSCARTH,2011,0.9265129291689711
SIFTON,1996,0.864228846900315
SIFTON,1997,0.7394155045989408
SIFTON,1998,0.7480311924888734
SIFTON,1999,0.5560432744730792
SIFTON,2000,0.8324461781630438
SIFTON,2001,0.7693584380715529
SIFTON,2002,0.605119528950928
SIFTON,2003,0.7628984612338211
SIFTON,2004,1.0566266961352293
SIFTON,2005,0.70304805536552
SIFTON,2006,0.668504493345545
SIFTON,2007,0.9100499282904464
SIFTON,2008,1.0622038815608932
SIFTON,2009,0.7790994037493487
SIFTON,2010,0.7878167831312609
SIFTON,2011,0.681096140395448
SOURIS-GLENWOOD,1996,1.1258392585467683
SOURIS-GLENWOOD,1997,0.8904514720590138
SOURIS-GLENWOOD,1998,0.9180268216406846
SOURIS-GLENWOOD,1999,0.7579895567541551
SOURIS-GLENWOOD,2000,1.058191332406094
SOURIS-GLENWOOD,2001,0.9934874852154177
SOURIS-GLENWOOD,2002,0.7783893110711828
SOURIS-GLENWOOD,2003,0.9193159895708491
SOURIS-GLENWOOD,2004,1.205096236899636
SOURIS-GLENWOOD,2005,0.975647775762765
SOURIS-GLENWOOD,2006,1.3474877281961986
SOURIS-GLENWOOD,2007,1.5941872350562152
SOURIS-GLENWOOD,2008,1.6580956235395474
SOURIS-GLENWOOD,2009,1.2583881276328421
SOURIS-GLENWOOD,2010,1.0727285112001166
SOURIS-GLENWOOD,2011,0.6455248237886145
SPRINGFIELD,1996,1.0392024566287204
SPRINGFIELD,1997,0.9015317970767407
SPRINGFIELD,1998,0.8859401497073345
SPRINGFIELD,1999,1.270781504956465
SPRINGFIELD,2000,0.7474660408614495
SPRINGFIELD,2001,0.47600678400425667
SPRINGFIELD,2002,0.9519494436922232
SPRINGFIELD,2003,1.4183876227861651
SPRINGFIELD,2004,1.1068874504382822
SPRINGFIELD,2005,0.20980310815542652
SPRINGFIELD,2006,1.238879627326435
SPRINGFIELD,2007,0.9493622750239739
SPRINGFIELD,2008,1.294414234088029
SPRINGFIELD,2009,0.8586313972882338
SPRINGFIELD,2010,0.5422783076480066
SPRINGFIELD,2011,0.8522026467631862
ST. ANDREWS,1996,1.0519124175070789
ST. ANDREWS,1997,0.9130531342926487
ST. ANDREWS,1998,0.9766441094376137
ST. ANDREWS,1999,1.2217349939874316
ST. ANDREWS,2000,0.8709389150091373
ST. ANDREWS,2001,0.6353116084719037
ST. ANDREWS,2002,0.9237549476023208
ST. ANDREWS,2003,1.3492155686442633
ST. ANDREWS,2004,1.3120296195357581
ST. ANDREWS,2005,0.4151588024357741
ST. ANDREWS,2006,1.0648127030294217
ST. ANDREWS,2007,1.1750858768245278
ST. ANDREWS,2008,1.1480790427697092
ST. ANDREWS,2009,0.8703937065242353
ST. ANDREWS,2010,0.5144091751409574
ST. ANDREWS,2011,0.5946710218247815
ST. CLEMENTS,1996,1.0549364244330235
ST. CLEMENTS,1997,0.9499395155789883
ST. CLEMENTS,1998,1.140267800018302
ST. CLEMENTS,1999,1.1916991113088327
ST. CLEMENTS,2000,0.8611268896984894
ST. CLEMENTS,2001,0.7564825567069144
ST. CLEMENTS,2002,1.0617954645853271
ST. CLEMENTS,2003,1.311229217914428
ST. CLEMENTS,2004,1.2543421117731364
ST. CLEMENTS,2005,0.5304220487578715
ST. CLEMENTS,2006,1.2332334962184712
ST. CLEMENTS,2007,1.096559134935856
ST. CLEMENTS,2008,1.2513162088654493
ST. CLEMENTS,2009,0.9646834829251276
ST. CLEMENTS,2010,0.8062849330016202
ST. CLEMENTS,2011,0.8979952561820231
ST. FRANCIS XAVIER,1996,1.1728109718935673
ST. FRANCIS XAVIER,1997,1.0845105615028214
ST. FRANCIS XAVIER,1998,1.0121140565764128
ST. FRANCIS XAVIER,1999,1.358744479164896
ST. FRANCIS XAVIER,2000,1.2648448585521748
ST. FRANCIS XAVIER,2001,0.8107397595676491
ST. FRANCIS XAVIER,2002,1.1054460467147476
ST. FRANCIS XAVIER,2003,1.2396262384015013
ST. FRANCIS XAVIER,2004,1.3801000403339778
ST. FRANCIS XAVIER,2005,0.2905521525357015
ST. FRANCIS XAVIER,2006,1.0090989493278169
ST. FRANCIS XAVIER,2007,1.4236997079549376
ST. FRANCIS XAVIER,2008,1.3626331120391775
ST. FRANCIS XAVIER,2009,1.1985145412364366
ST. FRANCIS XAVIER,2010,0.7679821762687854
ST. FRANCIS XAVIER,2011,0.5779682876653658
ST. LAURENT,1996,2.205
ST. LAURENT,1997,0.8965758335363622
ST. LAURENT,1998,1.0384323982807573
ST. LAURENT,1999,0.722014251488471
ST. LAURENT,2000,0.3594684156485677
ST. LAURENT,2001,0.4405651054284282
ST. LAURENT,2002,0.4355678996394807
ST. LAURENT,2003,0.2891008676125291
ST. LAURENT,2004,0.4901826525103089
ST. LAURENT,2005,0.09799759150809269
ST. LAURENT,2006,0.28990337351820195
ST. LAURENT,2007,0.3452952877523675
ST. LAURENT,2009,0.05348795637125863
ST. LAURENT,2010,0.005908209186260755
STANLEY,1996,1.6934640930229659
STANLEY,1997,1.4249910061052096
STANLEY,1998,1.6034374266586684
STANLEY,1999,1.7647180145274755
STANLEY,2000,2.0457693424634913
STANLEY,2001,1.856917067056663
STANLEY,2002,1.459835600240497
STANLEY,2003,2.178125581406976
STANLEY,2004,1.3781390384413226
STANLEY,2005,1.0460238123908527
STANLEY,2006,1.736765941858215
STANLEY,2007,1.6832295775852952
STANLEY,2008,1.7540824722435593
STANLEY,2009,1.5761316067502726
STANLEY,2010,1.592738148694542
STANLEY,2011,1.3815042741833747
STE. ANNE,1996,1.229271767168791
STE. ANNE,1997,1.1314118579453165
STE. ANNE,1998,0.8849803812702629
STE. ANNE,1999,1.5246392729672473
