Year,Municipality,Crop,Variety,Farms,Acres,Yield/Acre,t,i,Latitude,Longitude
1997,NORTH NORFOLK,RED SPRING WHEAT,KATEPWA,14,2263.0,0.782,2,54,,
1997,NORTH NORFOLK,WHITE PEA BEANS,ENVOY,15,2407.0,0.729,2,54,,
1997,NORTH NORFOLK,WINTER WHEAT,CDC KESTREL (W202),3,897.0,1.255,2,54,,
1997,OAKLAND-WAWANESA,ALFALFA,COMMON (DELETED),6,572.0,1.273,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,AC EXCEL(ACS-N1),4,559.0,0.425,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,BEACON (SWO2536),6,937.0,0.602,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,CORONET (SWO2502),3,575.0,0.664,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,8,1067.0,0.627,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),10,1408.0,0.53,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,PGS 3850 (PGS1) (LT),6,1589.0,0.737,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,PGS 3880 (PGS2) (LT),3,572.0,0.643,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,QUANTUM (91-21864 NA),21,2343.0,0.605,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,QUEST (RU3) (RT),17,1727.0,0.637,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",4,790.0,0.671,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,45A71 (NS1471)(ST),4,1185.0,0.772,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,10,1415.0,0.646,2,55,,
1997,OAKLAND-WAWANESA,ARGENTINE CANOLA,46A72 <PIONEER> |NS1472| (ST),4,527.0,0.535,2,55,,
1997,OAKLAND-WAWANESA,BARLEY,AC LACOMBE (BT 634),9,625.0,1.198,2,55,,
1997,OAKLAND-WAWANESA,BARLEY,EXCEL (M52),22,3187.0,1.327,2,55,,
1997,OAKLAND-WAWANESA,BARLEY,ROBUST,30,3700.0,1.273,2,55,,
1997,OAKLAND-WAWANESA,BARLEY,STANDARD,4,634.0,1.612,2,55,,
1997,OAKLAND-WAWANESA,EXTRA STRONG WHEAT,GLENLEA,15,1601.0,0.917,2,55,,
1997,OAKLAND-WAWANESA,FALL RYE,PRIMA,5,735.0,0.413,2,55,,
1997,OAKLAND-WAWANESA,FIELD PEAS,SCORPIO (CB419),4,972.0,1.028,2,55,,
1997,OAKLAND-WAWANESA,FLAX,FLANDERS (FP 859),46,5520.0,0.524,2,55,,
1997,OAKLAND-WAWANESA,OATS,ROBERT,17,949.0,1.044,2,55,,
1997,OAKLAND-WAWANESA,PRAIRIE SPRING WHEAT,AC KARMA (HY 395),6,634.0,0.942,2,55,,
1997,OAKLAND-WAWANESA,PRAIRIE SPRING WHEAT,AC TABER (HY380),8,1306.0,0.818,2,55,,
1997,OAKLAND-WAWANESA,RED SPRING WHEAT,AC BARRIE (BW 661),16,1880.0,1.22,2,55,,
1997,OAKLAND-WAWANESA,RED SPRING WHEAT,AC CORA (BW 152),7,1242.0,0.954,2,55,,
1997,OAKLAND-WAWANESA,RED SPRING WHEAT,AC DOMAIN (BW 148),49,11531.0,0.935,2,55,,
1997,OAKLAND-WAWANESA,RED SPRING WHEAT,CDC TEAL (BW 616),33,7258.0,0.891,2,55,,
1997,OAKLAND-WAWANESA,RED SPRING WHEAT,INVADER(BW 158),5,1992.0,0.856,2,55,,
1997,OAKLAND-WAWANESA,RED SPRING WHEAT,KATEPWA,3,765.0,0.972,2,55,,
1997,OAKLAND-WAWANESA,RED SPRING WHEAT,PASQUA (BW 114),7,1237.0,0.812,2,55,,
1997,OAKVIEW,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),7,590.0,0.748,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,AC EXCEL(ACS-N1),7,619.0,0.556,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,BEACON (SWO2536),12,1852.0,0.656,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,CORONET (SWO2502),9,830.0,0.62,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,14,1652.0,0.654,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,INDEPENDENCE (HCN 10) (LT),13,3196.0,0.556,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),29,4174.0,0.575,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,JEWEL (PR 2613),5,970.0,0.58,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,MAGNUM (PR3096),15,2161.0,0.588,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,PGS 3850 (PGS1) (LT),37,7608.0,0.7,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,PGS 3880 (PGS2) (LT),6,812.0,0.714,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,QUANTUM (91-21864 NA),22,2307.0,0.59,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,QUEST (RU3) (RT),6,860.0,0.677,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",16,3517.0,0.656,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,45A71 (NS1471)(ST),37,5784.0,0.666,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,29,4082.0,0.6,2,56,50.1983,-100.4184
1997,OAKVIEW,ARGENTINE CANOLA,46A72 <PIONEER> |NS1472| (ST),9,1285.0,0.598,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,AC LACOMBE (BT 634),9,783.0,1.454,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,AC OXBOW (TR226),18,1989.0,1.168,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,CDC BUCK,3,544.0,1.171,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,CDC SILKY (HB 314),4,523.0,1.293,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,CONDOR,13,2542.0,1.121,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,EXCEL (M52),21,2805.0,1.384,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,HARRINGTON,7,749.0,1.28,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,MANLEY (TR 490),16,1498.0,1.109,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,ROBUST,46,6874.0,1.223,2,56,50.1983,-100.4184
1997,OAKVIEW,BARLEY,STANDER,6,737.0,1.41,2,56,50.1983,-100.4184
1997,OAKVIEW,DURUM WHEAT,SCEPTRE,18,2969.0,0.944,2,56,50.1983,-100.4184
1997,OAKVIEW,EXTRA STRONG WHEAT,GLENLEA,33,4653.0,0.95,2,56,50.1983,-100.4184
1997,OAKVIEW,FEED WHEAT,WHEATON,3,570.0,1.104,2,56,50.1983,-100.4184
1997,OAKVIEW,FIELD PEAS,CARNEVAL (SVE36121),16,2717.0,1.044,2,56,50.1983,-100.4184
1997,OAKVIEW,FIELD PEAS,CARRERA (CEB 1426),5,558.0,1.147,2,56,50.1983,-100.4184
1997,OAKVIEW,FIELD PEAS,EIFFEL (4-9076),6,703.0,1.152,2,56,50.1983,-100.4184
1997,OAKVIEW,FIELD PEAS,MONTANA,7,861.0,1.072,2,56,50.1983,-100.4184
1997,OAKVIEW,FIELD PEAS,PROFI,20,2509.0,1.054,2,56,50.1983,-100.4184
1997,OAKVIEW,FLAX,AC LINORA (FP 862),5,986.0,0.537,2,56,50.1983,-100.4184
1997,OAKVIEW,FLAX,FLANDERS (FP 859),19,2294.0,0.557,2,56,50.1983,-100.4184
1997,OAKVIEW,FLAX,NORLIN,29,3383.0,0.507,2,56,50.1983,-100.4184
1997,OAKVIEW,FLAX,NORMAN,13,1789.0,0.532,2,56,50.1983,-100.4184
1997,OAKVIEW,FLAX,SOMME (FP 855),22,2606.0,0.509,2,56,50.1983,-100.4184
1997,OAKVIEW,FLAX,947 (LINOLA 947),5,669.0,0.469,2,56,50.1983,-100.4184
1997,OAKVIEW,OATS,ROBERT,11,808.0,1.044,2,56,50.1983,-100.4184
1997,OAKVIEW,PRAIRIE SPRING WHEAT,AC FOREMOST (HY 392),3,730.0,0.896,2,56,50.1983,-100.4184
1997,OAKVIEW,PRAIRIE SPRING WHEAT,AC KARMA (HY 395),20,3999.0,1.272,2,56,50.1983,-100.4184
1997,OAKVIEW,PRAIRIE SPRING WHEAT,AC TABER (HY380),37,6063.0,1.105,2,56,50.1983,-100.4184
1997,OAKVIEW,RED SPRING WHEAT,AC BARRIE (BW 661),13,1560.0,1.016,2,56,50.1983,-100.4184
1997,OAKVIEW,RED SPRING WHEAT,AC CORA (BW 152),4,791.0,0.744,2,56,50.1983,-100.4184
1997,OAKVIEW,RED SPRING WHEAT,AC DOMAIN (BW 148),55,10833.0,0.925,2,56,50.1983,-100.4184
1997,OAKVIEW,RED SPRING WHEAT,CDC TEAL (BW 616),98,24501.0,0.909,2,56,50.1983,-100.4184
1997,OAKVIEW,RED SPRING WHEAT,KATEPWA,7,1099.0,0.823,2,56,50.1983,-100.4184
1997,OAKVIEW,RED SPRING WHEAT,ROBLIN,34,5892.0,0.746,2,56,50.1983,-100.4184
1997,PEMBINA,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),13,613.0,1.158,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,15,1844.0,0.9,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,GLOBAL,10,1264.0,0.811,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,HUDSON (M1-9099),26,2619.0,0.66,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,IMPULSE (SWO2737),5,675.0,0.836,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,INDEPENDENCE (HCN 10) (LT),9,1302.0,0.733,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),61,9554.0,0.68,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,PGS 3850 (PGS1) (LT),18,2004.0,0.748,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,PGS 3880 (PGS2) (LT),6,710.0,0.86,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,QUANTUM (91-21864 NA),33,3524.0,0.782,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,QUEST (RU3) (RT),14,3240.0,0.659,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,3310 (PR3095),11,1485.0,0.859,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",35,4143.0,0.72,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,45A71 (NS1471)(ST),20,2494.0,0.737,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,46A05 (NS0705),12,1836.0,0.659,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,30,5235.0,0.779,2,57,,
1997,PEMBINA,ARGENTINE CANOLA,46A72 <PIONEER> |NS1472| (ST),11,1912.0,0.759,2,57,,
1997,PEMBINA,BARLEY,AC LACOMBE (BT 634),26,2884.0,1.336,2,57,,
1997,PEMBINA,BARLEY,BEDFORD,50,4889.0,1.277,2,57,,
1997,PEMBINA,BARLEY,CDC SILKY (HB 314),16,1904.0,1.396,2,57,,
1997,PEMBINA,BARLEY,EXCEL (M52),5,900.0,1.503,2,57,,
1997,PEMBINA,BARLEY,FALCON,9,1625.0,1.199,2,57,,
1997,PEMBINA,BARLEY,ROBUST,56,7895.0,1.429,2,57,,
1997,PEMBINA,BARLEY,STANDER,7,565.0,1.323,2,57,,
1997,PEMBINA,EXTRA STRONG WHEAT,GLENLEA,23,3194.0,1.172,2,57,,
1997,PEMBINA,FALL RYE,PRIMA,10,837.0,1.12,2,57,,
1997,PEMBINA,FIELD PEAS,PROFI,6,529.0,0.668,2,57,,
1997,PEMBINA,FLAX,AC EMERSON (FP 935),18,1661.0,0.543,2,57,,
1997,PEMBINA,FLAX,AC LINORA (FP 862),23,2440.0,0.479,2,57,,
1997,PEMBINA,FLAX,AC MCDUFF,10,1101.0,0.573,2,57,,
1997,PEMBINA,FLAX,FLANDERS (FP 859),25,3190.0,0.496,2,57,,
1997,PEMBINA,FLAX,NORLIN,15,1689.0,0.424,2,57,,
1997,PEMBINA,FLAX,NORMAN,20,2567.0,0.513,2,57,,
1997,PEMBINA,FLAX,989 (LINOLA 989),6,1050.0,0.64,2,57,,
1997,PEMBINA,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,3,1107.0,0.669,2,57,,
1997,PEMBINA,OATS,RIEL,15,926.0,1.512,2,57,,
1997,PEMBINA,OATS,ROBERT,40,2440.0,1.245,2,57,,
1997,PEMBINA,RAPESEED,CASTOR (S89-3673),5,617.0,0.621,2,57,,
1997,PEMBINA,RED SPRING WHEAT,AC BARRIE (BW 661),47,5424.0,1.127,2,57,,
1997,PEMBINA,RED SPRING WHEAT,AC CORA (BW 152),15,1559.0,0.968,2,57,,
1997,PEMBINA,RED SPRING WHEAT,AC DOMAIN (BW 148),191,43599.0,0.938,2,57,,
1997,PEMBINA,RED SPRING WHEAT,CDC TEAL (BW 616),4,523.0,1.08,2,57,,
1997,PEMBINA,RED SPRING WHEAT,KATEPWA,3,585.0,0.736,2,57,,
1997,PEMBINA,WINTER WHEAT,CDC KESTREL (W202),11,1205.0,1.161,2,57,,
1997,PINEY,ALFALFA,ALGONQUIN,5,710.0,2.874,2,58,49.0734,-95.979
1997,PINEY,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),8,807.0,2.113,2,58,49.0734,-95.979
1997,PINEY,BARLEY,BEDFORD,3,880.0,0.595,2,58,49.0734,-95.979
1997,PINEY,OATS,RIEL,6,1004.0,0.9,2,58,49.0734,-95.979
1997,PIPESTONE,ALFALFA,COMMON (DELETED),9,1048.0,0.85,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,AC EXCEL(ACS-N1),6,717.0,0.47,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,CORONET (SWO2502),8,1183.0,0.529,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,10,2373.0,0.487,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,GLOBAL,4,580.0,0.654,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,INDEPENDENCE (HCN 10) (LT),4,1420.0,0.734,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),34,4862.0,0.445,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,PGS 3850 (PGS1) (LT),7,1545.0,0.581,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,QUANTUM (91-21864 NA),17,2076.0,0.487,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,QUEST (RU3) (RT),6,2033.0,0.537,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,45A71 (NS1471)(ST),13,4238.0,0.541,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,46A05 (NS0705),4,555.0,0.392,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,11,2198.0,0.506,2,59,,
1997,PIPESTONE,ARGENTINE CANOLA,46A72 <PIONEER> |NS1472| (ST),4,646.0,0.421,2,59,,
1997,PIPESTONE,BARLEY,AC OXBOW (TR226),22,2979.0,0.949,2,59,,
1997,PIPESTONE,BARLEY,EXCEL (M52),20,2894.0,1.093,2,59,,
1997,PIPESTONE,DURUM WHEAT,KYLE,12,4943.0,0.709,2,59,,
1997,PIPESTONE,DURUM WHEAT,PLENTY (DT 606),9,2494.0,0.802,2,59,,
1997,PIPESTONE,EXTRA STRONG WHEAT,GLENLEA,12,2398.0,0.756,2,59,,
1997,PIPESTONE,FALL RYE,MUSKETEER,5,1580.0,0.558,2,59,,
1997,PIPESTONE,FALL RYE,PRIMA,5,602.0,0.39,2,59,,
1997,PIPESTONE,FIELD PEAS,ASCONA,7,677.0,0.428,2,59,,
1997,PIPESTONE,FIELD PEAS,CARNEVAL (SVE36121),6,1847.0,1.028,2,59,,
1997,PIPESTONE,FIELD PEAS,GRANDE (SVC40143),4,1021.0,0.916,2,59,,
1997,PIPESTONE,FLAX,NORLIN,6,1345.0,0.431,2,59,,
1997,PIPESTONE,FLAX,SOMME (FP 855),21,3660.0,0.34,2,59,,
1997,PIPESTONE,FLAX,947 (LINOLA 947),13,1909.0,0.357,2,59,,
1997,PIPESTONE,FLAX,989 (LINOLA 989),12,2672.0,0.462,2,59,,
1997,PIPESTONE,MUSTARD,AC PENNANT,4,691.0,0.254,2,59,,
1997,PIPESTONE,OATS,DUMONT,48,5537.0,0.739,2,59,,
1997,PIPESTONE,OATS,ROBERT,6,883.0,0.876,2,59,,
1997,PIPESTONE,OIL SUNFLOWERS,UGG ST 439,4,863.0,0.473,2,59,,
1997,PIPESTONE,PRAIRIE SPRING WHEAT,AC TABER (HY380),7,1666.0,0.759,2,59,,
1997,PIPESTONE,RED SPRING WHEAT,AC BARRIE (BW 661),22,2633.0,0.901,2,59,,
1997,PIPESTONE,RED SPRING WHEAT,AC DOMAIN (BW 148),14,4125.0,0.64,2,59,,
1997,PIPESTONE,RED SPRING WHEAT,CDC TEAL (BW 616),66,21417.0,0.698,2,59,,
1997,PIPESTONE,RED SPRING WHEAT,COLUMBUS,4,700.0,0.603,2,59,,
1997,PIPESTONE,RED SPRING WHEAT,INVADER(BW 158),16,3150.0,0.55,2,59,,
1997,PIPESTONE,RED SPRING WHEAT,KATEPWA,6,2817.0,0.387,2,59,,
1997,PIPESTONE,RED SPRING WHEAT,PASQUA (BW 114),7,1335.0,0.617,2,59,,
1997,PIPESTONE,RED SPRING WHEAT,ROBLIN,18,4389.0,0.647,2,59,,
1997,PIPESTONE,WINTER WHEAT,CDC KESTREL (W202),6,2658.0,0.98,2,59,,
1997,PORTAGE LA PRAIRIE,ALFALFA,COMMON (DELETED),9,637.0,2.655,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),8,1081.0,1.351,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,CRUSHER (SV0 2406),4,1200.0,0.652,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,24,4928.0,0.699,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,GARRISON (AO 337),3,837.0,0.409,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,INDEPENDENCE (HCN 10) (LT),24,3240.0,0.73,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),34,5254.0,0.58,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,JEWEL (PR 2613),5,690.0,0.762,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,MAGNUM (PR3096),6,1085.0,0.602,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,PGS 3850 (PGS1) (LT),33,4913.0,0.759,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,QUANTUM (91-21864 NA),46,7150.0,0.758,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,QUEST (RU3) (RT),13,2290.0,0.668,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,TRAILBLAZER (X601),4,575.0,1.015,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,3310 (PR3095),5,629.0,0.682,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",51,10360.0,0.756,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,45A71 (NS1471)(ST),25,3682.0,0.719,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,42,6803.0,0.787,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,46A72 <PIONEER> |NS1472| (ST),30,3421.0,0.693,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BARLEY,AC LACOMBE (BT 634),3,711.0,0.989,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BARLEY,BEDFORD,14,3846.0,1.661,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BARLEY,CDC SILKY (HB 314),6,2369.0,1.259,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BARLEY,CONDOR,8,2021.0,1.601,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BARLEY,EXCEL (M52),15,1788.0,1.611,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BARLEY,FALCON,4,1124.0,1.124,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BARLEY,ROBUST,23,4223.0,1.528,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BARLEY,STANDARD,4,983.0,1.658,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BARLEY,STANDER,33,4880.0,1.578,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,BLACK BEANS,AC HARBLACK,10,754.0,0.795,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,EXTRA STRONG WHEAT,GLENLEA,39,7028.0,1.101,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FIELD PEAS,ALFETTA (PERF 1423),6,674.0,1.203,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FIELD PEAS,CARNEVAL (SVE36121),7,652.0,1.318,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FIELD PEAS,PROFI,11,1595.0,0.979,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FLAX,AC EMERSON (FP 935),9,1244.0,0.624,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FLAX,AC LINORA (FP 862),7,1003.0,0.64,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FLAX,AC MCDUFF,7,1427.0,0.542,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FLAX,MCGREGOR,11,1400.0,0.542,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FLAX,NORLIN,50,6333.0,0.529,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FLAX,NORMAN,6,1236.0,0.563,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FLAX,947 (LINOLA 947),10,1402.0,0.468,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,FLAX,989 (LINOLA 989),16,2402.0,0.59,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,GRAIN CORN,PIONEER 3984 (X0752A),4,1067.0,1.998,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,OATS,JERRY,4,598.0,1.082,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,OATS,RIEL,45,6001.0,1.574,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,OATS,ROBERT,23,2595.0,1.611,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,PRAIRIE SPRING WHEAT,BIGGAR (HY 368),3,553.0,1.147,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,PRAIRIE SPRING WHEAT,OSLO,3,1948.0,1.419,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,PROC POTATOES-DRYLND,RUSSET BURBANK (GEMS),13,2291.0,9.091,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,PROC POTATOES-IRRIG,RUSSET BURBANK (GEMS),15,4558.0,10.1,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,PROC POTATOES-IRRIG,SHEPODY,15,1440.0,9.731,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,RAPESEED,CASTOR (S89-3673),11,1072.0,0.692,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,RED SPRING WHEAT,AC BARRIE (BW 661),41,5218.0,1.231,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,RED SPRING WHEAT,AC CORA (BW 152),6,1645.0,1.233,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,RED SPRING WHEAT,AC DOMAIN (BW 148),183,58372.0,1.059,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,RED SPRING WHEAT,AC MAJESTIC (BW 173),8,582.0,1.38,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,RED SPRING WHEAT,CDC TEAL (BW 616),6,1399.0,0.781,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,RED SPRING WHEAT,KATEPWA,26,5209.0,1.1,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,WHITE PEA BEANS,ENVOY,45,7775.0,0.716,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,WHITE PEA BEANS,SEAFARER,13,956.0,0.677,2,60,49.9728,-98.2919
1997,PORTAGE LA PRAIRIE,WINTER WHEAT,CDC KESTREL (W202),15,5535.0,1.411,2,60,49.9728,-98.2919
1997,PRAIRIE LAKES,ALFALFA,COMMON (DELETED),9,566.0,1.433,2,61,49.2941,-99.4449
1997,PRAIRIE LAKES,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),11,648.0,0.808,2,61,49.2941,-99.4449
1997,PRAIRIE LAKES,ARGENTINE CANOLA,AC EXCEL(ACS-N1),7,694.0,0.517,2,61,49.2941,-99.4449
1997,PRAIRIE LAKES,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,17,2396.0,0.621,2,61,49.2941,-99.4449
1997,PRAIRIE LAKES,ARGENTINE CANOLA,INDEPENDENCE (HCN 10) (LT),8,1511.0,0.563,2,61,49.2941,-99.4449
1997,PRAIRIE LAKES,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),41,6034.0,0.57,2,61,49.2941,-99.4449
1997,PRAIRIE LAKES,ARGENTINE CANOLA,PGS 3850 (PGS1) (LT),4,564.0,0.594,2,61,49.2941,-99.4449
1997,PRAIRIE LAKES,ARGENTINE CANOLA,PGS 3880 (PGS2) (LT),6,854.0,0.627,2,61,49.2941,-99.4449
1997,PRAIRIE LAKES,ARGENTINE CANOLA,QUANTUM (91-21864 NA),26,3711.0,0.626,2,61,49.2941,-99.4449
1997,PRAIRIE LAKES,ARGENTINE CANOLA,QUEST (RU3) (RT),8,1031.0,0.558,2,61,49.2941,-99.4449
