Municipality,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp,HDD,CDD,Total Rain (mm),Total Snow,Ptol
CARTWRIGHT-ROBLIN,8/14/07,2007,8,14,16.5,12,14.25,3.7,0,113,0,113
CARTWRIGHT-ROBLIN,8/15/07,2007,8,15,19.5,13.5,16.5,1.5,0,1.6,0,1.6
CARTWRIGHT-ROBLIN,8/16/07,2007,8,16,16.5,11,13.75,4.2,0,0,0,0
CARTWRIGHT-ROBLIN,8/17/07,2007,8,17,21,7,14,4,0,22.4,0,22.4
CARTWRIGHT-ROBLIN,8/18/07,2007,8,18,20,9.5,14.75,3.2,0,0,0,0
CARTWRIGHT-ROBLIN,8/19/07,2007,8,19,22.5,7.5,15,3,0,3.6,0,3.6
CARTWRIGHT-ROBLIN,8/20/07,2007,8,20,24.5,9.5,17,1,0,4.4,0,4.4
CARTWRIGHT-ROBLIN,8/21/07,2007,8,21,20,15,17.5,0.5,0,0,0,0
CARTWRIGHT-ROBLIN,8/22/07,2007,8,22,18.5,6,12.25,5.7,0,0,0,0
CARTWRIGHT-ROBLIN,8/23/07,2007,8,23,19.5,2.5,11,7,0,0,0,0
CARTWRIGHT-ROBLIN,8/24/07,2007,8,24,22.5,3,12.75,5.2,0,0,0,0
CARTWRIGHT-ROBLIN,8/25/07,2007,8,25,17.5,12,14.75,3.2,0,0,0,0
CARTWRIGHT-ROBLIN,8/26/07,2007,8,26,21.5,8,14.75,3.2,0,0,0,0
CARTWRIGHT-ROBLIN,8/27/07,2007,8,27,23,8.5,15.75,2.2,0,0,0,0
CARTWRIGHT-ROBLIN,8/28/07,2007,8,28,24.5,10,17.25,0.7,0,0,0,0
CARTWRIGHT-ROBLIN,8/29/07,2007,8,29,20.5,13,16.75,1.2,0,2,0,2
CARTWRIGHT-ROBLIN,8/30/07,2007,8,30,17.5,8,12.75,5.2,0,0,0,0
CARTWRIGHT-ROBLIN,8/31/07,2007,8,31,23,1.5,12.25,5.7,0,0,0,0
CARTWRIGHT-ROBLIN,9/1/07,2007,9,1,19,9,14,4,0,0,0,0
CARTWRIGHT-ROBLIN,9/2/07,2007,9,2,25,8,16.5,1.5,0,0,0,0
CARTWRIGHT-ROBLIN,9/3/07,2007,9,3,27.5,15,21.25,0,3.3,0,0,0
CARTWRIGHT-ROBLIN,9/4/07,2007,9,4,19,12.5,15.75,2.2,0,0,0,0
CARTWRIGHT-ROBLIN,9/5/07,2007,9,5,20,7,13.5,4.5,0,0,0,0
CARTWRIGHT-ROBLIN,9/6/07,2007,9,6,26.5,10,18.25,0,0.3,2.8,0,2.8
CARTWRIGHT-ROBLIN,9/7/07,2007,9,7,18.5,7.5,13,5,0,0,0,0
CARTWRIGHT-ROBLIN,9/8/07,2007,9,8,20,4.5,12.25,5.7,0,0,0,0
CARTWRIGHT-ROBLIN,9/9/07,2007,9,9,20,3.5,11.75,6.2,0,7,0,7
CARTWRIGHT-ROBLIN,9/10/07,2007,9,10,16,9,12.5,5.5,0,1.8,0,1.8
CARTWRIGHT-ROBLIN,9/11/07,2007,9,11,14,6,10,8,0,1.4,0,1.4
CARTWRIGHT-ROBLIN,9/12/07,2007,9,12,16,7,11.5,6.5,0,0,0,0
CARTWRIGHT-ROBLIN,9/13/07,2007,9,13,21,4,12.5,5.5,0,0,0,0
CARTWRIGHT-ROBLIN,9/14/07,2007,9,14,28.5,4,16.25,1.7,0,0,0,0
CARTWRIGHT-ROBLIN,9/15/07,2007,9,15,28,7,17.5,0.5,0,0,0,0
CARTWRIGHT-ROBLIN,9/16/07,2007,9,16,26.5,12,19.25,0,1.3,12.4,0,12.4
CARTWRIGHT-ROBLIN,9/17/07,2007,9,17,16,11,13.5,4.5,0,0.8,0,0.8
CARTWRIGHT-ROBLIN,9/18/07,2007,9,18,12,9,10.5,7.5,0,3.8,0,3.8
CARTWRIGHT-ROBLIN,9/19/07,2007,9,19,17,9,13,5,0,0,0,0
CARTWRIGHT-ROBLIN,9/20/07,2007,9,20,18,3,10.5,7.5,0,0,0,0
CARTWRIGHT-ROBLIN,9/21/07,2007,9,21,20.5,3,11.75,6.2,0,0,0,0
CARTWRIGHT-ROBLIN,9/22/07,2007,9,22,27,7,17,1,0,0,0,0
CARTWRIGHT-ROBLIN,9/23/07,2007,9,23,20.5,8,14.25,3.7,0,0,0,0
CARTWRIGHT-ROBLIN,9/24/07,2007,9,24,17,5,11,7,0,0,0,0
CARTWRIGHT-ROBLIN,9/25/07,2007,9,25,20.5,-0.5,10,8,0,0,0,0
CARTWRIGHT-ROBLIN,9/26/07,2007,9,26,21,2,11.5,6.5,0,0,0,0
CARTWRIGHT-ROBLIN,9/27/07,2007,9,27,21,6,13.5,4.5,0,1,0,1
CARTWRIGHT-ROBLIN,9/28/07,2007,9,28,17,8.5,12.75,5.2,0,6.4,0,6.4
CARTWRIGHT-ROBLIN,9/29/07,2007,9,29,20,5,12.5,5.5,0,0,0,0
CARTWRIGHT-ROBLIN,9/30/07,2007,9,30,20,0,10,8,0,0,0,0
CARTWRIGHT-ROBLIN,10/1/07,2007,10,1,15.5,7.5,11.5,6.5,0,0,0,0
CARTWRIGHT-ROBLIN,10/2/07,2007,10,2,11,-3.5,3.75,14.2,0,0,0,0
CARTWRIGHT-ROBLIN,10/3/07,2007,10,3,25,1.5,13.25,4.7,0,0,0,0
CARTWRIGHT-ROBLIN,10/4/07,2007,10,4,20,9,14.5,3.5,0,1.4,0,1.4
CARTWRIGHT-ROBLIN,10/5/07,2007,10,5,13,7,10,8,0,0,0,0
CARTWRIGHT-ROBLIN,10/6/07,2007,10,6,9.5,-2.5,3.5,14.5,0,0,0,0
CARTWRIGHT-ROBLIN,10/7/07,2007,10,7,11,-3,4,14,0,0,0,0
CARTWRIGHT-ROBLIN,10/8/07,2007,10,8,9.5,1.5,5.5,12.5,0,1.2,0,1.2
CARTWRIGHT-ROBLIN,10/9/07,2007,10,9,1,-2.5,-0.75,18.8,0,0,0,0
CARTWRIGHT-ROBLIN,10/10/07,2007,10,10,7.5,-10,-1.25,19.3,0,0,0,0
CARTWRIGHT-ROBLIN,10/11/07,2007,10,11,14,-2.5,5.75,12.2,0,0,0,0
CARTWRIGHT-ROBLIN,10/12/07,2007,10,12,22.5,-4,9.25,8.7,0,0,0,0
CARTWRIGHT-ROBLIN,10/13/07,2007,10,13,16,9,12.5,5.5,0,0,0,0
CARTWRIGHT-ROBLIN,10/14/07,2007,10,14,11.5,-2.5,4.5,13.5,0,0,0,0
CARTWRIGHT-ROBLIN,10/15/07,2007,10,15,10,-7,1.5,16.5,0,0,0,0
CARTWRIGHT-ROBLIN,10/16/07,2007,10,16,12.5,3.5,8,10,0,0,0,0
CARTWRIGHT-ROBLIN,10/17/07,2007,10,17,10,-5,2.5,15.5,0,0,0,0
CARTWRIGHT-ROBLIN,10/18/07,2007,10,18,8,-1.5,3.25,14.7,0,0,0,0
CARTWRIGHT-ROBLIN,10/19/07,2007,10,19,5,-5.5,-0.25,18.3,0,0,1.2,1.2
CARTWRIGHT-ROBLIN,10/20/07,2007,10,20,2,-3,-0.5,18.5,0,0.6,0,0.6
CARTWRIGHT-ROBLIN,10/21/07,2007,10,21,-0.5,-10,-5.25,23.3,0,0,2.2,2.2
CARTWRIGHT-ROBLIN,10/22/07,2007,10,22,0,-3.5,-1.75,19.8,0,0,0,0
CARTWRIGHT-ROBLIN,10/23/07,2007,10,23,0.5,-3,-1.25,19.3,0,0,3.4,3.4
CARTWRIGHT-ROBLIN,10/24/07,2007,10,24,5,-3,1,17,0,0,0,0
CARTWRIGHT-ROBLIN,10/25/07,2007,10,25,13.5,-5,4.25,13.7,0,1.2,0,1.2
CARTWRIGHT-ROBLIN,10/26/07,2007,10,26,11,2,6.5,11.5,0,0.4,0,0.4
CARTWRIGHT-ROBLIN,10/27/07,2007,10,27,6.5,-3,1.75,16.2,0,0,0,0
CARTWRIGHT-ROBLIN,10/28/07,2007,10,28,12,-2,5,13,0,0,0,0
CARTWRIGHT-ROBLIN,10/29/07,2007,10,29,18,-3,7.5,10.5,0,0,0,0
CARTWRIGHT-ROBLIN,10/30/07,2007,10,30,4,-4.5,-0.25,18.3,0,0,0,0
CARTWRIGHT-ROBLIN,10/31/07,2007,10,31,17.5,-1.5,8,10,0,0,0,0
CARTWRIGHT-ROBLIN,11/1/07,2007,11,1,11.5,2,6.75,11.2,0,0,0,0
CARTWRIGHT-ROBLIN,11/2/07,2007,11,2,10,3,6.5,11.5,0,0,0,0
CARTWRIGHT-ROBLIN,11/3/07,2007,11,3,13.5,2,7.75,10.2,0,0,0,0
CARTWRIGHT-ROBLIN,11/4/07,2007,11,4,6,-1,2.5,15.5,0,0,0,0
CARTWRIGHT-ROBLIN,11/5/07,2007,11,5,7,-6,0.5,17.5,0,0,0,0
CARTWRIGHT-ROBLIN,11/6/07,2007,11,6,10.5,-8.5,1,17,0,0,0,0
CARTWRIGHT-ROBLIN,11/7/07,2007,11,7,10.5,-4,3.25,14.7,0,0,0,0
CARTWRIGHT-ROBLIN,11/8/07,2007,11,8,1.5,-12,-5.25,23.3,0,0,0,0
CARTWRIGHT-ROBLIN,11/9/07,2007,11,9,5,-9.5,-2.25,20.3,0,0,0,0
CARTWRIGHT-ROBLIN,11/10/07,2007,11,10,10.5,-6.5,2,16,0,0,0,0
CARTWRIGHT-ROBLIN,11/11/07,2007,11,11,16,-4.5,5.75,12.2,0,0,0,0
CARTWRIGHT-ROBLIN,11/12/07,2007,11,12,8.5,1,4.75,13.2,0,0,0,0
CARTWRIGHT-ROBLIN,11/13/07,2007,11,13,10.5,-2,4.25,13.7,0,0,0,0
CARTWRIGHT-ROBLIN,11/14/07,2007,11,14,8.5,-1.5,3.5,14.5,0,1.8,0,1.8
CARTWRIGHT-ROBLIN,11/15/07,2007,11,15,4.5,1,2.75,15.2,0,0,0,0
CARTWRIGHT-ROBLIN,11/16/07,2007,11,16,3,-6,-1.5,19.5,0,0,0,0
CARTWRIGHT-ROBLIN,11/17/07,2007,11,17,-3,-11,-7,25,0,0,0,0
CARTWRIGHT-ROBLIN,11/18/07,2007,11,18,4,-10,-3,21,0,0,0,0
CARTWRIGHT-ROBLIN,11/19/07,2007,11,19,-3.5,-11,-7.25,25.3,0,0,0,0
CARTWRIGHT-ROBLIN,11/20/07,2007,11,20,-3.5,-16.5,-10,28,0,0,0,0
CARTWRIGHT-ROBLIN,11/21/07,2007,11,21,11.5,-7.5,2,16,0,0,0,0
CARTWRIGHT-ROBLIN,11/22/07,2007,11,22,1.5,-5,-1.75,19.8,0,0,0,0
CARTWRIGHT-ROBLIN,11/23/07,2007,11,23,-3.5,-13,-8.25,26.3,0,0,0,0
CARTWRIGHT-ROBLIN,11/24/07,2007,11,24,3.5,-12,-4.25,22.3,0,0,0,0
CARTWRIGHT-ROBLIN,11/25/07,2007,11,25,2,-6.5,-2.25,20.3,0,0,0,0
CARTWRIGHT-ROBLIN,11/26/07,2007,11,26,2,-2,0,18,0,0,0,0
CARTWRIGHT-ROBLIN,11/27/07,2007,11,27,0,-8,-4,22,0,0,0,0
CARTWRIGHT-ROBLIN,11/28/07,2007,11,28,-3.5,-20.5,-12,30,0,0,0,0
CARTWRIGHT-ROBLIN,11/29/07,2007,11,29,3.5,-8,-2.25,20.3,0,0,0,0
CARTWRIGHT-ROBLIN,11/30/07,2007,11,30,4.5,-9,-2.25,20.3,0,0,0,0
CARTWRIGHT-ROBLIN,12/1/07,2007,12,1,-2,-8,-5,23,0,0,0,0
CARTWRIGHT-ROBLIN,12/2/07,2007,12,2,-4.5,-6,-5.25,23.3,0,0,0.8,0.8
CARTWRIGHT-ROBLIN,12/3/07,2007,12,3,-4.5,-5.5,-5,23,0,0,0,0
CARTWRIGHT-ROBLIN,12/4/07,2007,12,4,0.5,-12,-5.75,23.8,0,0,0,0
CARTWRIGHT-ROBLIN,12/5/07,2007,12,5,-2.5,-8,-5.25,23.3,0,0,0,0
CARTWRIGHT-ROBLIN,12/6/07,2007,12,6,-1,-4,-2.5,20.5,0,0,0,0
CARTWRIGHT-ROBLIN,12/7/07,2007,12,7,0,-1.5,-0.75,18.8,0,0,0,0
CARTWRIGHT-ROBLIN,12/8/07,2007,12,8,5,-2,1.5,16.5,0,0,0,0
CARTWRIGHT-ROBLIN,12/9/07,2007,12,9,6.5,-4,1.25,16.7,0,0,0,0
CARTWRIGHT-ROBLIN,12/10/07,2007,12,10,7.5,-6,0.75,17.2,0,1,0,1
CARTWRIGHT-ROBLIN,12/11/07,2007,12,11,-2.5,-6,-4.25,22.3,0,0,2.4,2.4
CARTWRIGHT-ROBLIN,12/12/07,2007,12,12,-4,-6,-5,23,0,0,1.6,1.6
CARTWRIGHT-ROBLIN,12/13/07,2007,12,13,-6.5,-10,-8.25,26.3,0,0,0.4,0.4
CARTWRIGHT-ROBLIN,12/14/07,2007,12,14,-7,-16,-11.5,29.5,0,0,0,0
CARTWRIGHT-ROBLIN,12/15/07,2007,12,15,-8.5,-11,-9.75,27.8,0,0,0,0
CARTWRIGHT-ROBLIN,12/16/07,2007,12,16,-4.5,-18,-11.25,29.3,0,0,0,0
CARTWRIGHT-ROBLIN,12/17/07,2007,12,17,-5,-14,-9.5,27.5,0,0,0,0
CARTWRIGHT-ROBLIN,12/18/07,2007,12,18,-4,-13.5,-8.75,26.8,0,0,0,0
CARTWRIGHT-ROBLIN,12/19/07,2007,12,19,0.5,-10,-4.75,22.8,0,0,0,0
CARTWRIGHT-ROBLIN,12/20/07,2007,12,20,-4.5,-9,-6.75,24.8,0,0,0,0
CARTWRIGHT-ROBLIN,12/21/07,2007,12,21,-3.5,-14.5,-9,27,0,0,0,0
CARTWRIGHT-ROBLIN,12/22/07,2007,12,22,0,-15,-7.5,25.5,0,0,0,0
CARTWRIGHT-ROBLIN,12/23/07,2007,12,23,-8.5,-16.5,-12.5,30.5,0,0,2,2
CARTWRIGHT-ROBLIN,12/24/07,2007,12,24,-11,-18,-14.5,32.5,0,0,0,0
CARTWRIGHT-ROBLIN,12/25/07,2007,12,25,-4,-22,-13,31,0,0,0,0
CARTWRIGHT-ROBLIN,12/26/07,2007,12,26,3.5,-16.5,-6.5,24.5,0,0,0,0
CARTWRIGHT-ROBLIN,12/27/07,2007,12,27,-5,-13,-9,27,0,0,0,0
CARTWRIGHT-ROBLIN,12/28/07,2007,12,28,0,-16.5,-8.25,26.3,0,0,0,0
CARTWRIGHT-ROBLIN,12/29/07,2007,12,29,-2,-14,-8,26,0,0,0,0
CARTWRIGHT-ROBLIN,12/30/07,2007,12,30,-8,-16.5,-12.25,30.3,0,0,2,2
CARTWRIGHT-ROBLIN,12/31/07,2007,12,31,-18,-25,-21.5,39.5,0,0,0,0
CARTWRIGHT-ROBLIN,1/1/08,2008,1,1,-10,-24,-17,35,0,0,0,0
CARTWRIGHT-ROBLIN,1/2/08,2008,1,2,-9,-18,-13.5,31.5,0,0,0,0
CARTWRIGHT-ROBLIN,1/3/08,2008,1,3,-20,-26,-23,41,0,0,0,0
CARTWRIGHT-ROBLIN,1/4/08,2008,1,4,-25,-31,-28,46,0,0,0,0
CARTWRIGHT-ROBLIN,1/5/08,2008,1,5,-23,-32,-27.5,45.5,0,0,0,0
CARTWRIGHT-ROBLIN,1/6/08,2008,1,6,-15.5,-31.5,-23.5,41.5,0,0,0,0
CARTWRIGHT-ROBLIN,1/7/08,2008,1,7,-14.5,-22,-18.25,36.3,0,0,0,0
CARTWRIGHT-ROBLIN,1/8/08,2008,1,8,-20.5,-26,-23.25,41.3,0,0,0,0
CARTWRIGHT-ROBLIN,1/9/08,2008,1,9,-11,-27,-19,37,0,0,0,0
CARTWRIGHT-ROBLIN,1/10/08,2008,1,10,-14,-22,-18,36,0,0,0.4,0.4
CARTWRIGHT-ROBLIN,1/11/08,2008,1,11,-15,-26.5,-20.75,38.8,0,0,0,0
CARTWRIGHT-ROBLIN,1/12/08,2008,1,12,-16.5,-27,-21.75,39.8,0,0,0,0
CARTWRIGHT-ROBLIN,1/13/08,2008,1,13,-15,-27.5,-21.25,39.3,0,0,0,0
CARTWRIGHT-ROBLIN,1/14/08,2008,1,14,-9,-28,-18.5,36.5,0,0,0,0
CARTWRIGHT-ROBLIN,1/15/08,2008,1,15,4,-17,-6.5,24.5,0,0,0,0
CARTWRIGHT-ROBLIN,1/16/08,2008,1,16,5,-6.5,-0.75,18.8,0,0,0,0
CARTWRIGHT-ROBLIN,1/17/08,2008,1,17,-5,-15,-10,28,0,0,0,0
CARTWRIGHT-ROBLIN,1/18/08,2008,1,18,-7,-16.5,-11.75,29.8,0,0,1.6,1.6
CARTWRIGHT-ROBLIN,1/19/08,2008,1,19,-8.5,-17,-12.75,30.8,0,0,0,0
CARTWRIGHT-ROBLIN,1/20/08,2008,1,20,-8.5,-16,-12.25,30.3,0,0,0.8,0.8
CARTWRIGHT-ROBLIN,1/21/08,2008,1,21,2.5,-18,-7.75,25.8,0,0,2,2
CARTWRIGHT-ROBLIN,1/22/08,2008,1,22,-17,-21.5,-19.25,37.3,0,0,6,6
CARTWRIGHT-ROBLIN,1/23/08,2008,1,23,-3,-23,-13,31,0,0,3.4,3.4
CARTWRIGHT-ROBLIN,1/24/08,2008,1,24,-17,-17,-17,35,0,0,0,0
CARTWRIGHT-ROBLIN,1/25/08,2008,1,25,-18,-30.5,-24.25,42.3,0,0,0,0
CARTWRIGHT-ROBLIN,1/26/08,2008,1,26,-10,-27,-18.5,36.5,0,0,0,0
CARTWRIGHT-ROBLIN,1/27/08,2008,1,27,-9,-18,-13.5,31.5,0,0,0,0
CARTWRIGHT-ROBLIN,1/28/08,2008,1,28,-2,-17,-9.5,27.5,0,0,0,0
CARTWRIGHT-ROBLIN,1/29/08,2008,1,29,-5,-11,-8,26,0,0,0,0
CARTWRIGHT-ROBLIN,1/30/08,2008,1,30,-17,-19.5,-18.25,36.3,0,0,3,3
CARTWRIGHT-ROBLIN,1/31/08,2008,1,31,-24,-28.5,-26.25,44.3,0,0,0,0
CARTWRIGHT-ROBLIN,2/1/08,2008,2,1,-23,-32.5,-27.75,45.8,0,0,0,0
CARTWRIGHT-ROBLIN,2/2/08,2008,2,2,-15,-31.5,-23.25,41.3,0,0,0,0
CARTWRIGHT-ROBLIN,2/3/08,2008,2,3,-22.5,-31.5,-27,45,0,0,0,0
CARTWRIGHT-ROBLIN,2/4/08,2008,2,4,-21,-30.5,-25.75,43.8,0,0,0,0
CARTWRIGHT-ROBLIN,2/5/08,2008,2,5,-19.5,-30,-24.75,42.8,0,0,0,0
CARTWRIGHT-ROBLIN,2/6/08,2008,2,6,-14.5,-27,-20.75,38.8,0,0,2.5,2.5
CARTWRIGHT-ROBLIN,2/7/08,2008,2,7,-19,-25.5,-22.25,40.3,0,0,0,0
CARTWRIGHT-ROBLIN,2/8/08,2008,2,8,-12.5,-26,-19.25,37.3,0,0,0,0
CARTWRIGHT-ROBLIN,2/9/08,2008,2,9,-22.5,-32,-27.25,45.3,0,0,0,0
CARTWRIGHT-ROBLIN,2/10/08,2008,2,10,-22,-32,-27,45,0,0,0,0
CARTWRIGHT-ROBLIN,2/11/08,2008,2,11,-15.5,-31.5,-23.5,41.5,0,0,1.4,1.4
CARTWRIGHT-ROBLIN,2/12/08,2008,2,12,-8,-19,-13.5,31.5,0,0,0,0
CARTWRIGHT-ROBLIN,2/13/08,2008,2,13,-2,-16,-9,27,0,0,1.8,1.8
CARTWRIGHT-ROBLIN,2/14/08,2008,2,14,-13,-18.5,-15.75,33.8,0,0,0,0
CARTWRIGHT-ROBLIN,2/15/08,2008,2,15,2,-24,-11,29,0,0,2.2,2.2
CARTWRIGHT-ROBLIN,2/16/08,2008,2,16,-3,-6,-4.5,22.5,0,0,0,0
CARTWRIGHT-ROBLIN,2/17/08,2008,2,17,3.5,-11.5,-4,22,0,0,0,0
CARTWRIGHT-ROBLIN,2/18/08,2008,2,18,2.5,-5,-1.25,19.3,0,0,0.4,0.4
CARTWRIGHT-ROBLIN,2/19/08,2008,2,19,0,-3,-1.5,19.5,0,0,0,0
CARTWRIGHT-ROBLIN,2/20/08,2008,2,20,0.5,-25,-12.25,30.3,0,0,0,0
CARTWRIGHT-ROBLIN,2/21/08,2008,2,21,8,-8.5,-0.25,18.3,0,0,1.2,1.2
CARTWRIGHT-ROBLIN,2/22/08,2008,2,22,-8,-13.5,-10.75,28.8,0,0,0,0
CARTWRIGHT-ROBLIN,2/23/08,2008,2,23,-8,-15.5,-11.75,29.8,0,0,0,0
CARTWRIGHT-ROBLIN,2/24/08,2008,2,24,-7,-18,-12.5,30.5,0,0,0,0
CARTWRIGHT-ROBLIN,2/25/08,2008,2,25,13.5,-18,-2.25,20.3,0,0,0,0
CARTWRIGHT-ROBLIN,2/26/08,2008,2,26,8,-3,2.5,15.5,0,0,0,0
CARTWRIGHT-ROBLIN,2/27/08,2008,2,27,15,-5.5,4.75,13.2,0,1.8,0,1.8
CARTWRIGHT-ROBLIN,2/28/08,2008,2,28,7,-2,2.5,15.5,0,0,0,0
CARTWRIGHT-ROBLIN,2/29/08,2008,2,29,2,-9,-3.5,21.5,0,0,0,0
CARTWRIGHT-ROBLIN,3/1/08,2008,3,1,0,-5.5,-2.75,20.8,0,0,0,0
CARTWRIGHT-ROBLIN,3/2/08,2008,3,2,-3.5,-12,-7.75,25.8,0,0,0,0
CARTWRIGHT-ROBLIN,3/3/08,2008,3,3,3,-12,-4.5,22.5,0,0,0,0
CARTWRIGHT-ROBLIN,3/4/08,2008,3,4,6.5,-11.5,-2.5,20.5,0,0,0,0
CARTWRIGHT-ROBLIN,3/5/08,2008,3,5,13,-3,5,13,0,1.8,0,1.8
CARTWRIGHT-ROBLIN,3/6/08,2008,3,6,4.5,-1.5,1.5,16.5,0,0,0,0
CARTWRIGHT-ROBLIN,3/7/08,2008,3,7,0,-1.5,-0.75,18.8,0,0,7.4,7.4
CARTWRIGHT-ROBLIN,3/8/08,2008,3,8,1,-9.5,-4.25,22.3,0,0,0,0
CARTWRIGHT-ROBLIN,3/9/08,2008,3,9,6.5,-8,-0.75,18.8,0,0,0,0
CARTWRIGHT-ROBLIN,3/10/08,2008,3,10,2.5,-1,0.75,17.2,0,0,0.4,0.4
CARTWRIGHT-ROBLIN,3/11/08,2008,3,11,-7.5,-11.5,-9.5,27.5,0,0,0,0
CARTWRIGHT-ROBLIN,3/12/08,2008,3,12,-7.5,-16.5,-12,30,0,0,0,0
CARTWRIGHT-ROBLIN,3/13/08,2008,3,13,-4.5,-18.5,-11.5,29.5,0,0,0,0
CARTWRIGHT-ROBLIN,3/14/08,2008,3,14,-2,-18.5,-10.25,28.3,0,0,0,0
CARTWRIGHT-ROBLIN,3/15/08,2008,3,15,0,-16,-8,26,0,0,0,0
CARTWRIGHT-ROBLIN,3/16/08,2008,3,16,4.5,-11,-3.25,21.3,0,0,0,0
CARTWRIGHT-ROBLIN,3/17/08,2008,3,17,2,-8,-3,21,0,0,1,1
CARTWRIGHT-ROBLIN,3/18/08,2008,3,18,1.5,-12.5,-5.5,23.5,0,0,2.4,2.4
CARTWRIGHT-ROBLIN,3/19/08,2008,3,19,-4.5,-10,-7.25,25.3,0,0,0.8,0.8
CARTWRIGHT-ROBLIN,3/20/08,2008,3,20,-3.5,-13.5,-8.5,26.5,0,0,0,0
CARTWRIGHT-ROBLIN,3/21/08,2008,3,21,10,-9,0.5,17.5,0,0,0,0
CARTWRIGHT-ROBLIN,3/22/08,2008,3,22,9,-0.5,4.25,13.7,0,0,0,0
CARTWRIGHT-ROBLIN,3/23/08,2008,3,23,11,-5,3,15,0,0,0,0
CARTWRIGHT-ROBLIN,3/24/08,2008,3,24,1.5,0,0.75,17.2,0,3,1.5,4.5
CARTWRIGHT-ROBLIN,3/25/08,2008,3,25,-4,-8,-6,24,0,0,11.6,11.6
CARTWRIGHT-ROBLIN,3/26/08,2008,3,26,-2,-11,-6.5,24.5,0,0,0,0
CARTWRIGHT-ROBLIN,3/27/08,2008,3,27,3,-7,-2,20,0,0,0,0
CARTWRIGHT-ROBLIN,3/28/08,2008,3,28,1,-3,-1,19,0,0,0,0
CARTWRIGHT-ROBLIN,3/29/08,2008,3,29,-2,-10,-6,24,0,0,0,0
CARTWRIGHT-ROBLIN,3/30/08,2008,3,30,-2,-12,-7,25,0,0,0,0
CARTWRIGHT-ROBLIN,3/31/08,2008,3,31,6,-13,-3.5,21.5,0,0,0,0
CARTWRIGHT-ROBLIN,4/1/08,2008,4,1,16,-2,7,11,0,0,0,0
CARTWRIGHT-ROBLIN,4/2/08,2008,4,2,20.5,0,10.25,7.7,0,0,0,0
CARTWRIGHT-ROBLIN,4/3/08,2008,4,3,20,-2,9,9,0,0,0,0
CARTWRIGHT-ROBLIN,4/4/08,2008,4,4,16,6,11,7,0,0,0,0
CARTWRIGHT-ROBLIN,4/5/08,2008,4,5,13,-1,6,12,0,0,0,0
CARTWRIGHT-ROBLIN,4/6/08,2008,4,6,20,-2,9,9,0,0,0,0
CARTWRIGHT-ROBLIN,4/7/08,2008,4,7,24,0,12,6,0,0,0,0
CARTWRIGHT-ROBLIN,4/8/08,2008,4,8,17,2,9.5,8.5,0,0,0,0
CARTWRIGHT-ROBLIN,4/9/08,2008,4,9,5,-3,1,17,0,0,0,0
CARTWRIGHT-ROBLIN,4/10/08,2008,4,10,12.5,-6.5,3,15,0,0,0,0
CARTWRIGHT-ROBLIN,4/11/08,2008,4,11,21,-1,10,8,0,0,0,0
CARTWRIGHT-ROBLIN,4/12/08,2008,4,12,17,-1,8,10,0,0,0,0
CARTWRIGHT-ROBLIN,4/13/08,2008,4,13,9,-6,1.5,16.5,0,0,0,0
CARTWRIGHT-ROBLIN,4/14/08,2008,4,14,9,-8.5,0.25,17.7,0,0,0,0
CARTWRIGHT-ROBLIN,4/15/08,2008,4,15,13,-9.5,1.75,16.2,0,0,0,0
CARTWRIGHT-ROBLIN,4/16/08,2008,4,16,22,0,11,7,0,0,0,0
CARTWRIGHT-ROBLIN,4/17/08,2008,4,17,6,-6,0,18,0,0,0,0
CARTWRIGHT-ROBLIN,4/18/08,2008,4,18,7,-12,-2.5,20.5,0,0,0,0
CARTWRIGHT-ROBLIN,4/19/08,2008,4,19,13,-9,2,16,0,0,0,0
CARTWRIGHT-ROBLIN,4/20/08,2008,4,20,7.5,-9.5,-1,19,0,0,0,0
CARTWRIGHT-ROBLIN,4/21/08,2008,4,21,6,-10,-2,20,0,0,0,0
CARTWRIGHT-ROBLIN,4/22/08,2008,4,22,6.5,-3,1.75,16.2,0,0,0,0
CARTWRIGHT-ROBLIN,4/23/08,2008,4,23,11.5,-10.5,0.5,17.5,0,0,0,0
CARTWRIGHT-ROBLIN,4/24/08,2008,4,24,6.5,1.5,4,14,0,0,0,0
CARTWRIGHT-ROBLIN,4/25/08,2008,4,25,10,-1.5,4.25,13.7,0,0,0,0
CARTWRIGHT-ROBLIN,4/26/08,2008,4,26,9.5,-5,2.25,15.7,0,0,0,0
CARTWRIGHT-ROBLIN,4/27/08,2008,4,27,17.5,-3.5,7,11,0,0,0,0
CARTWRIGHT-ROBLIN,4/28/08,2008,4,28,23,0.5,11.75,6.2,0,0,0,0
CARTWRIGHT-ROBLIN,4/29/08,2008,4,29,27,0,13.5,4.5,0,2.6,0,2.6
CARTWRIGHT-ROBLIN,4/30/08,2008,4,30,26,10,18,0,0,0,0,0
CARTWRIGHT-ROBLIN,5/1/08,2008,5,1,21,13.5,17.25,0.7,0,8.2,0,8.2
CARTWRIGHT-ROBLIN,5/2/08,2008,5,2,18.5,9.5,14,4,0,0,0,0
CARTWRIGHT-ROBLIN,5/3/08,2008,5,3,5,2,3.5,14.5,0,0,0,0
CARTWRIGHT-ROBLIN,5/4/08,2008,5,4,4,-1.5,1.25,16.7,0,0,0,0
